#w_matsubara  g11_Re     g11_Im     g12_Re     g12_Im     g14_Re     g14_Im
18.5039807 -0.0064086 -0.1020935  0.0027497 -0.0002663  0.0000069  0.0000005
18.5668126 -0.0059760 -0.1011910  0.0025585 -0.0002239  0.0000085 -0.0000027
18.6296444 -0.0057849 -0.1009719  0.0028073 -0.0005359  0.0000024 -0.0000046
18.6924763 -0.0067607 -0.1005034  0.0025767 -0.0004081 -0.0000064 -0.0000049
18.7553081 -0.0067216 -0.1007822  0.0027589 -0.0005836  0.0000000 -0.0000044
18.8181400 -0.0066431 -0.1005693  0.0026262 -0.0003292 -0.0000005 -0.0000025
18.8809718 -0.0066691 -0.1008086  0.0023189 -0.0005242 -0.0000058 -0.0000041
18.9438037 -0.0066738 -0.0996844  0.0025749 -0.0003081 -0.0000053 -0.0000003
19.0066356 -0.0063003 -0.0993232  0.0024937 -0.0004499  0.0000011 -0.0000074
19.0694674 -0.0064736 -0.0993656  0.0024378 -0.0004733 -0.0000025  0.0000027
19.1322993 -0.0068607 -0.0988802  0.0026000 -0.0003196 -0.0000075 -0.0000006
19.1951311 -0.0071170 -0.0986564  0.0025854 -0.0004426 -0.0000019 -0.0000049
19.2579630 -0.0067717 -0.0990295  0.0026344 -0.0003234 -0.0000019 -0.0000058
19.3207948 -0.0059527 -0.0992919  0.0025094 -0.0001924 -0.0000016 -0.0000020
19.3836267 -0.0062627 -0.0978906  0.0026055 -0.0002998  0.0000114 -0.0000051
19.4464585 -0.0068635 -0.0977840  0.0023966 -0.0003420  0.0000062 -0.0000012
19.5092904 -0.0064253 -0.0972980  0.0023675 -0.0001985  0.0000028 -0.0000036
19.5721222 -0.0060507 -0.0967064  0.0022177 -0.0004548  0.0000014 -0.0000018
19.6349541 -0.0055521 -0.0965183  0.0023741 -0.0000996 -0.0000067  0.0000069
19.6977859 -0.0061198 -0.0966711  0.0022770 -0.0002454 -0.0000023  0.0000061
19.7606178 -0.0065846 -0.0961431  0.0023640 -0.0001780 -0.0000044  0.0000062
19.8234496 -0.0052213 -0.0957483  0.0025798 -0.0001625 -0.0000073 -0.0000047
19.8862815 -0.0065344 -0.0954687  0.0022247 -0.0003066 -0.0000184 -0.0000009
19.9491134 -0.0063564 -0.0954393  0.0024025 -0.0004570 -0.0000101 -0.0000022
20.0119452 -0.0065604 -0.0955369  0.0021096 -0.0003145 -0.0000022 -0.0000078
