model	E_kin	U	eb1-g1_1	eb2-g1_1	eb3-g1_1	eb4-g1_1	eb5-g1_1	eb6-g1_1	eb7-g1_1	eb8-g1_1	mu	t	tb1-g1_1	tb2-g1_1	tb3-g1_1	tb4-g1_1	tb5-g1_1	tb6-g1_1	tb7-g1_1	tb8-g1_1	ave_mu	ave_t	ave_U_1	ave_eb1-g1_1	ave_eb2-g1_1	ave_eb3-g1_1	ave_eb4-g1_1	ave_eb5-g1_1	ave_eb6-g1_1	ave_eb7-g1_1	ave_eb8-g1_1	ave_mu_1	ave_t_1	ave_tb1-g1_1	ave_tb2-g1_1	ave_tb3-g1_1	ave_tb4-g1_1	ave_tb5-g1_1	ave_tb6-g1_1	ave_tb7-g1_1	ave_tb8-g1_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time
4s_8b_1sb	-0.96789636	4	1.5671398	-0.095413229	1.5683975	-0.69768781	1.5697423	-0.095387664	1.5680647	-0.69758688	1.3877551	1	0.14461975	0.16269461	0.38614181	0.39982413	0.1027472	-0.16266526	0.39931592	0.39982559	0.97520837	-0.96789636	0.10130814	0.0033030106	1.9829135	0.02352757	1.9444187	0.0049350916	1.9948475	0.074666901	1.9793453	0.99801059	-0.82171848	-0.14243075	-0.37434389	-0.38014373	-0.69246715	-0.20430487	0.17698954	-0.79463566	-0.35874733	-11.171543	R0:N12:S0:1	0.99801059	b8bd2d5	v2.4.7	Y	fixed_point	7	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:08
4s_8b_1sb	-0.9677873	4	1.5065743	-0.074169317	1.5066645	-0.64356045	1.5067035	-0.074194047	1.5067183	-0.64362091	1.3673469	1	0.1615671	0.15287812	0.37021922	0.39776031	0.02550485	-0.15289972	0.40314319	0.39775901	0.96015973	-0.9677873	0.10097826	0.0043459879	1.9846177	0.022817765	1.9427545	0.000329938	1.9953757	0.082432528	1.9789028	0.99710577	-0.82165039	-0.16308773	-0.35431992	-0.3736925	-0.70149301	-0.052654227	0.16750744	-0.83227461	-0.36228098	-10.78254	R0:N12:S0:1	0.99710577	b8bd2d5	v2.4.7	Y	fixed_point	5	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:09
4s_8b_1sb	-0.99669047	4	1.1842718	-0.12797087	0.031780222	-0.75708643	1.1847747	-0.12789427	0.031971204	-0.75722715	1.3469388	1	0.40035218	0.19793838	0.075891211	0.38344446	-0.4003822	-0.19793087	0.07594331	0.38348791	0.95251042	-0.99669047	0.095384457	0.031806914	1.9368433	0.0058971669	1.9238871	0.10232797	1.8417268	0.36642811	1.9503313	0.96018781	-0.81228276	-0.42951379	-0.62045498	-0.15267694	-0.77598603	0.89529099	0.50400788	-0.99322028	-0.47458693	-11.461776	R0:N12:S0:1	0.96018781	b8bd2d5	v2.4.7	Y	fixed_point	14	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:14
4s_8b_1sb	-1.0014007	4	1.1318896	-0.11826252	0.037368452	-0.73514075	1.1325269	-0.11842413	0.037467167	-0.7357218	1.3265306	1	0.39774418	0.19636387	0.086408545	0.38122413	-0.39782025	-0.19647237	0.086494022	0.38122992	0.94414149	-1.0014007	0.094141899	0.032764754	1.928976	0.0080662618	1.9187461	0.10642134	1.8199181	0.42907817	1.9441417	0.95297185	-0.81032105	-0.43356233	-0.64750566	-0.17398942	-0.79839186	0.90639129	0.55072553	-1.0674046	-0.50037534	-11.273013	R0:N12:S0:1	0.95297185	b8bd2d5	v2.4.7	Y	fixed_point	6	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:16
4s_8b_1sb	-1.005375	4	1.0933192	-0.11120407	0.04163466	-0.718191	1.0938781	-0.11089643	0.04226335	-0.71788014	1.3061224	1	0.39620243	0.19535494	0.096339298	0.37897682	-0.39618055	-0.19525568	0.096360431	0.37905412	0.9372904	-1.005375	0.092993124	0.033634806	1.9216471	0.010546859	1.9146954	0.10969297	1.8046366	0.48040069	1.9387891	0.94648915	-0.808556	-0.43721534	-0.67064814	-0.19451708	-0.81573905	0.91456591	0.58809711	-1.127607	-0.52268301	-11.110578	R0:N12:S0:1	0.94648915	b8bd2d5	v2.4.7	Y	fixed_point	4	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:18
4s_8b_1sb	-1.0089586	4	1.0616784	-0.10509153	0.045956203	-0.70290157	1.0615013	-0.10564341	0.045752103	-0.7044237	1.2857143	1	0.39504389	0.19425124	0.10576829	0.37677916	-0.39513214	-0.19473859	0.10559259	0.37663182	0.93134424	-1.0089586	0.091884664	0.034446595	1.9145752	0.013288806	1.9111048	0.112662	1.7929026	0.52542711	1.9342014	0.94034788	-0.80688874	-0.44054176	-0.69081593	-0.21417621	-0.83092521	0.9216559	0.6209108	-1.179797	-0.54214779	-10.966905	R0:N12:S0:1	0.94034788	b8bd2d5	v2.4.7	Y	fixed_point	4	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:20
4s_8b_1sb	-1.0119563	4	1.0389331	-0.10074779	0.049544441	-0.69165407	1.0382513	-0.1010372	0.049245516	-0.69273044	1.2653061	1	0.39461788	0.19368051	0.11445339	0.37458155	-0.39464989	-0.19410711	0.11414089	0.37446395	0.92601166	-1.0119563	0.090861214	0.035187395	1.9081679	0.01612941	1.9085596	0.11499961	1.7859362	0.56138746	1.9303459	0.93482162	-0.80543868	-0.44360811	-0.70785152	-0.23252748	-0.84162946	0.9267811	0.6459539	-1.2239728	-0.55877244	-10.838988	R0:N12:S0:1	0.93482162	b8bd2d5	v2.4.7	Y	fixed_point	5	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:22
4s_8b_1sb	-1.0144971	4	1.0211512	-0.097311243	0.052813657	-0.68188995	1.0205988	-0.096694641	0.052706082	-0.68099805	1.244898	1	0.39444367	0.1932569	0.12235386	0.37230931	-0.39439172	-0.19306674	0.12208493	0.37240157	0.92107967	-1.0144971	0.089899763	0.035864798	1.9025043	0.018953457	1.9066987	0.11691519	1.7826037	0.59052133	1.9269048	0.92975844	-0.80417801	-0.44641034	-0.72178634	-0.24935581	-0.84941221	0.93065117	0.66454396	-1.2625458	-0.57358069	-10.715352	R0:N12:S0:1	0.92975844	b8bd2d5	v2.4.7	Y	fixed_point	4	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:24
4s_8b_1sb	-1.016809	4	1.0065373	-0.094103798	0.056152848	-0.67326888	1.006201	-0.093578055	0.055684177	-0.67213399	1.2244898	1	0.3945554	0.19281424	0.12970137	0.37013025	-0.3945264	-0.19242479	0.1296791	0.3702252	0.91643171	-1.016809	0.088967429	0.036523279	1.8971537	0.021791311	1.905184	0.11867483	1.7812774	0.61572887	1.9241113	0.92488882	-0.8030054	-0.4491439	-0.73402848	-0.26507289	-0.85578101	0.93410358	0.68015131	-1.2982657	-0.58623159	-10.602783	R0:N12:S0:1	0.92488882	b8bd2d5	v2.4.7	Y	fixed_point	3	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:25
4s_8b_1sb	-1.0187602	4	0.99589977	-0.091092827	0.059280367	-0.66528074	0.99551458	-0.090762255	0.058876821	-0.66380035	1.2040816	1	0.39492801	0.19227122	0.13641943	0.36802606	-0.39481087	-0.19163938	0.1367494	0.368106	0.91197699	-1.0187602	0.088087276	0.037128303	1.8925974	0.024557035	1.9040911	0.12018592	1.7825208	0.6356005	1.9217974	0.92038036	-0.80199289	-0.45167716	-0.74334219	-0.27956091	-0.86039414	0.93691699	0.69090462	-1.3304123	-0.5970278	-10.49266	R0:N12:S0:1	0.92038036	b8bd2d5	v2.4.7	Y	fixed_point	3	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:27
4s_8b_1sb	-1.0205088	4	0.9866827	-0.087771447	0.06255474	-0.65621473	0.98623738	-0.088882524	0.061727655	-0.65735105	1.1836735	1	0.39527818	0.19122442	0.14279209	0.36605159	-0.39532853	-0.1912644	0.14322851	0.36582993	0.9076549	-1.0205088	0.087228055	0.037700689	1.8886591	0.027342775	1.9029748	0.12172537	1.7844554	0.65302227	1.9200203	0.91602484	-0.80105598	-0.4540556	-0.7498525	-0.29334109	-0.86503668	0.93992939	0.70013768	-1.3599386	-0.60601095	-10.385043	R0:N12:S0:1	0.91602484	b8bd2d5	v2.4.7	Y	fixed_point	3	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:28
4s_8b_1sb	-1.0219344	4	0.97993987	-0.08510639	0.065267139	-0.64815665	0.98063601	-0.086552637	0.065150686	-0.65057517	1.1632653	1	0.39581887	0.19017115	0.14866114	0.36405363	-0.39595599	-0.19065299	0.14909639	0.3638284	0.90346028	-1.0219344	0.08641306	0.038234619	1.8857097	0.029972461	1.9023276	0.12297379	1.7876433	0.66666425	1.9185065	0.91199196	-0.80029093	-0.45632751	-0.75354268	-0.3060849	-0.86773641	0.94217526	0.70593964	-1.3861121	-0.61384165	-10.277987	R0:N12:S0:1	0.91199196	b8bd2d5	v2.4.7	Y	fixed_point	3	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:30
4s_8b_1sb	-1.0231589	4	0.97505869	-0.083233555	0.067642468	-0.64162146	0.97668462	-0.083832335	0.068676352	-0.64263612	1.1428571	1	0.39659375	0.18930165	0.15414407	0.36202662	-0.39661876	-0.18974431	0.15435342	0.36194072	0.89935911	-1.0231589	0.085618567	0.038748712	1.8834312	0.032400909	1.9020989	0.12410696	1.7910659	0.67868935	1.916966	0.90812299	-0.79963763	-0.45855977	-0.75585202	-0.31790757	-0.86875534	0.94414908	0.7100088	-1.4096051	-0.62145876	-10.171687	R0:N12:S0:1	0.90812299	b8bd2d5	v2.4.7	Y	fixed_point	3	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:31
4s_8b_1sb	-1.0243699	4	0.97037301	-0.081289277	0.070623875	-0.63462808	0.97171098	-0.081598582	0.071511008	-0.63637024	1.122449	1	0.39733684	0.18824632	0.15954511	0.36000834	-0.39750109	-0.18911074	0.15920989	0.35993039	0.89534023	-1.0243699	0.084813908	0.039251385	1.8814142	0.03473345	1.9018055	0.12550801	1.7934611	0.69139364	1.9156973	0.90418385	-0.79898531	-0.46070757	-0.75744744	-0.32926186	-0.87001627	0.94700141	0.71528325	-1.4316687	-0.62831	-10.069067	R0:N12:S0:1	0.90418385	b8bd2d5	v2.4.7	Y	fixed_point	2	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:32
4s_8b_1sb	-1.0254001	4	0.96746792	-0.079810991	0.07358771	-0.62910335	0.96858469	-0.078479966	0.074790524	-0.62738589	1.1020408	1	0.39832755	0.18751655	0.16443324	0.35799625	-0.39824494	-0.18763136	0.16395263	0.3581494	0.89134326	-1.0254001	0.084034323	0.039741605	1.8799749	0.03672527	1.9019001	0.12664474	1.797228	0.70211704	1.9140864	0.9003955	-0.79843042	-0.46284665	-0.75848734	-0.33936649	-0.86976393	0.9490247	0.71712475	-1.4526921	-0.6359342	-9.9625857	R0:N12:S0:1	0.9003955	b8bd2d5	v2.4.7	Y	fixed_point	2	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:34
4s_8b_1sb	-1.0264588	4	0.96525594	-0.07785136	0.077198917	-0.62252649	0.96409454	-0.076365247	0.077139755	-0.62066019	1.0816327	1	0.39925872	0.18665871	0.16918254	0.35599455	-0.39921422	-0.18644404	0.16850187	0.35619361	0.88737566	-1.0264588	0.083238677	0.040204204	1.8784601	0.038655362	1.9018	0.12806219	1.8003684	0.713792	1.9127581	0.8964749	-0.79782376	-0.46479997	-0.75971577	-0.34902665	-0.87027597	0.95186335	0.72008318	-1.4735344	-0.64288653	-9.8603887	R0:N12:S0:1	0.8964749	b8bd2d5	v2.4.7	Y	fixed_point	4	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:35
4s_8b_1sb	-1.0274185	4	0.96189467	-0.07594296	0.080385709	-0.61642705	0.96008658	-0.074587381	0.079505798	-0.61392287	1.0612245	1	0.40031049	0.18595021	0.1732937	0.35392433	-0.40022241	-0.18511619	0.17299122	0.35415683	0.8834645	-1.0274185	0.082455216	0.040746426	1.8771638	0.040379932	1.9019179	0.12949032	1.8045289	0.7237241	1.9115866	0.89261552	-0.79725868	-0.46718865	-0.76068331	-0.35753092	-0.86990622	0.9547557	0.72091922	-1.4939204	-0.64924592	-9.759871	R0:N12:S0:1	0.89261552	b8bd2d5	v2.4.7	Y	fixed_point	4	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:37
4s_8b_1sb	-1.0281755	4	0.95960751	-0.073424816	0.083653112	-0.60921809	0.95811159	-0.073283837	0.082110766	-0.60826249	1.0408163	1	0.40137985	0.18484737	0.17719128	0.35198792	-0.40144003	-0.18399385	0.17737955	0.35205683	0.87939332	-1.0281755	0.081692029	0.041267456	1.8763177	0.042093213	1.901929	0.13077895	1.8093532	0.73202506	1.9108021	0.88885832	-0.79673814	-0.4694856	-0.75983394	-0.36567924	-0.86992265	0.95725839	0.72037653	-1.5138677	-0.65434109	-9.6588407	R0:N12:S0:1	0.88885832	b8bd2d5	v2.4.7	Y	fixed_point	3	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:39
4s_8b_1sb	-1.0288457	4	0.95731731	-0.071331107	0.086083259	-0.60334489	0.95628244	-0.072327103	0.084846954	-0.60348299	1.0204082	1	0.40261293	0.18384965	0.18074157	0.35002196	-0.40266794	-0.18319658	0.18129367	0.3499297	0.87547613	-1.0288457	0.080940183	0.041827952	1.8757884	0.043729342	1.9022663	0.13216898	1.8139879	0.73914676	1.9103465	0.88518447	-0.79627934	-0.47201837	-0.75822774	-0.37335709	-0.86864699	0.96013329	0.71960342	-1.5320903	-0.65831281	-9.5632794	R0:N12:S0:1	0.88518447	b8bd2d5	v2.4.7	Y	fixed_point	3	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:40
4s_8b_1sb	-1.0293302	4	0.9554248	-0.069358321	0.088108055	-0.59663959	0.9565794	-0.070974068	0.088080683	-0.59814	1	1	0.40388332	0.18243689	0.18410168	0.34809156	-0.40393745	-0.18244638	0.18483222	0.34790831	0.87150593	-1.0293302	0.080204123	0.042381148	1.8761351	0.045243814	1.9025787	0.13332835	1.8184642	0.74540722	1.9099422	0.88162982	-0.79590574	-0.4745538	-0.75397907	-0.38064473	-0.86738059	0.96234337	0.71832944	-1.5487725	-0.66191972	-9.4635155	R0:N12:S0:1	0.88162982	b8bd2d5	v2.4.7	Y	fixed_point	3	sharp_wc_2.0_b_50	parameters	model_1D_4s_8b.py	2026-02-21@11:42
