E0_1	E_kin	GS_consistency	U	U_1_ave	eb1-g1_1	eb1-g1_1_ave	eb2-g1_1	eb2-g1_1_ave	eb3-g1_1	eb3-g1_1_ave	eb4-g1_1	eb4-g1_1_ave	eb5-g1_1	eb5-g1_1_ave	eb6-g1_1	eb6-g1_1_ave	eb7-g1_1	eb7-g1_1_ave	eb8-g1_1	eb8-g1_1_ave	githash	model	mu	mu_1_ave	ave_mu	n_1	script	sector_1	t	t_1_ave	t_ave	tb1-g1_1	tb1-g1_1_ave	tb2-g1_1	tb2-g1_1_ave	tb3-g1_1	tb3-g1_1_ave	tb4-g1_1	tb4-g1_1_ave	tb5-g1_1	tb5-g1_1_ave	tb6-g1_1	tb6-g1_1_ave	tb7-g1_1	tb7-g1_1_ave	tb8-g1_1	tb8-g1_1_ave	time	version
-14.57502479	-3.87002196	Y	4	0.1022378935	0.5367962821	0.0006313761304	-1.141034038	1.9568913	1.705893554	0.02608987992	-0.3269998394	1.969508364	1.70560547	0.07108932405	-1.14098879	1.982971859	0.534007244	0.003150528043	-0.3269942868	1.990433917	c985f85	4s_8b_1sb	1.554761905	0.999808363	1.000018104	0.9998083629	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8216735258	-0.9675054899	0.04373462858	-0.06038762474	-0.3968148349	0.6143908074	0.447255063	-0.402300095	0.2295861106	-0.5037039427	-0.4472659507	0.7828337896	0.3968107947	-0.3265412342	-0.04346095917	0.1529468224	0.2295813892	-0.2411776444	2025-09-02@09:01	v2.10.6
-14.79838004	-3.870189674	Y	4	0.1022507216	0.6035834426	0.0009027440525	-1.166874442	1.957385668	1.707306494	0.02587298592	-0.343508058	1.968935853	1.707304042	0.07021810706	-1.166880179	1.983125339	0.6035333401	0.004177135408	-0.343509771	1.990245207	c985f85	4s_8b_1sb	1.567857143	0.9997842402	1.000004499	0.9997842401	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.821656751	-0.9675474185	0.05453376443	-0.07253527521	-0.3963480863	0.6109888887	0.4473803265	-0.4006929096	0.232114216	-0.5084491005	-0.4473813699	0.7783155705	0.3963476913	-0.3250941971	-0.0545277648	0.1780912045	0.2321154878	-0.2435832185	2025-09-02@08:57	v2.10.6
-15.34749934	-3.870365745	Y	4	0.102353058	-0.3771104479	1.966975574	-1.23886527	1.959155449	1.847651955	0.02102323388	1.097087747	0.0058050608	1.115286717	0.02394015612	-1.252497763	1.983772132	1.919451436	0.05031401452	-0.3797079453	1.989444668	c985f85	4s_8b_1sb	1.589789474	0.9998924283	1.000010493	0.9998924282	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8216301158	-0.9675914362	0.2410581802	-0.5245930442	0.3953504751	-0.5987350662	0.4230286779	-0.3619721613	0.173455647	-0.1875559598	0.1957323139	-0.4448642323	-0.3955804468	0.3189379581	0.4165138925	-0.6625441549	0.2430600985	-0.2536132525	2025-09-04@08:51	v2.10.6
-15.90597832	-3.870508094	Y	4	0.1023855526	-0.4165876391	1.964402153	-1.322436218	1.961664821	1.860103097	0.01988786537	1.140771003	0.007014663675	1.054655078	0.0212725503	-1.325687595	1.984411119	1.885638104	0.05300779884	-0.4156175724	1.988748942	c985f85	4s_8b_1sb	1.612578947	0.9998975217	1.000016077	0.9998975217	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8216128584	-0.9676270235	0.2526823587	-0.5450848598	0.3915101365	-0.5807111415	0.4156077296	-0.3521810882	0.1955145913	-0.2065041357	0.1802822977	-0.4184975029	-0.3930130712	0.3127385563	0.4256755977	-0.6798644334	0.2521830165	-0.2618879945	2025-09-04@08:49	v2.10.6
-16.19433491	-3.870515965	Y	4	0.1024002396	-0.4427429288	1.96389987	-1.3615948	1.962082517	1.861241315	0.02030851751	1.057607097	0.006629869748	1.063165043	0.02290476269	-1.338123886	1.984287257	1.873678828	0.05134159515	-0.4360696841	1.988883325	c985f85	4s_8b_1sb	1.635368421	0.9999155714	1.000015342	0.9999155714	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.821597638	-0.9676289911	0.2549571301	-0.5489814757	0.3916502357	-0.5776706352	0.4228442099	-0.3559885163	0.1857923359	-0.2004416072	0.1906723302	-0.4349816418	-0.3934966763	0.3139658889	0.4206744188	-0.6692569181	0.2504761846	-0.2603292136	2025-09-04@08:47	v2.10.6
-16.53407547	-3.87048509	Y	4	0.102410568	-0.4675482557	1.963536993	-1.399793256	1.962356539	1.860135902	0.0207843211	0.9738376096	0.006191113543	1.083999921	0.02333495747	-1.370214916	1.984604295	1.831448403	0.05082957853	-0.4650085816	1.988623339	c985f85	4s_8b_1sb	1.658157895	0.999934716	1.000020295	0.999934716	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215823754	-0.9676212725	0.256583839	-0.5517964276	0.3923900998	-0.5756926545	0.4304025509	-0.3602341841	0.1753402179	-0.1933640788	0.1975014757	-0.4400244644	-0.39054112	0.3108818726	0.415397268	-0.6656327064	0.2540718853	-0.26348076	2025-09-04@08:45	v2.10.6
-16.83915018	-3.870492756	Y	4	0.1024052495	-0.4940696431	1.963130061	-1.426148084	1.962791368	1.836906644	0.02039224259	0.9823886104	0.00656846079	1.040938208	0.02245051591	-1.399338229	1.984696071	1.805429221	0.05174552164	-0.4900875287	1.988521041	c985f85	4s_8b_1sb	1.680947368	0.9999261796	1.000019782	0.9999261796	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215879668	-0.9676231891	0.2585334852	-0.55495954	0.390594415	-0.5724101253	0.4262635124	-0.356818714	0.1828322709	-0.1993503201	0.1914213756	-0.4311657524	-0.3900099236	0.3099586066	0.4186026105	-0.6715506057	0.2553963307	-0.264655809	2025-09-04@08:36	v2.10.6
-17.08615245	-3.870533693	Y	4	0.1024000589	-0.5202678217	1.962787524	-1.448327282	1.963176253	1.794647143	0.02035104047	0.9821763453	0.006587661419	0.9753116201	0.02172411594	-1.411011135	1.98443415	1.793256886	0.05254667558	-0.5081188053	1.988741131	c985f85	4s_8b_1sb	1.703736842	0.9999128623	1.00001432	0.9999128623	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215991753	-0.9676334232	0.2601713616	-0.5575949622	0.388454508	-0.5694622708	0.4234949503	-0.3563677252	0.1847008034	-0.1997674646	0.1835000226	-0.4231851721	-0.3921086442	0.3125078903	0.4235956553	-0.6768870251	0.252388557	-0.2620005668	2025-09-04@08:27	v2.10.6
-17.35534294	-3.870560177	Y	4	0.1024171917	-0.5397281509	1.963161608	-1.470846638	1.962706824	1.787424419	0.02084034488	0.9031339129	0.006128966338	0.9769631599	0.02320985346	-1.43292549	1.984495514	1.78223498	0.05104303288	-0.5328208233	1.988686751	c985f85	4s_8b_1sb	1.726526316	0.9999317764	1.000013217	0.9999317764	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215854455	-0.9676400443	0.2583904439	-0.5546787445	0.3908945717	-0.5730355124	0.4304522389	-0.3606948532	0.1742974554	-0.1923785734	0.1924963017	-0.4379829571	-0.3912453194	0.3119049886	0.4193782817	-0.6673080389	0.2531849745	-0.2626634245	2025-09-04@08:23	v2.10.6
-17.77515303	-3.87055036	Y	4	0.1024182785	-0.5619844532	1.963150253	-1.499339392	1.962687962	1.78610322	0.02046459932	0.8926302277	0.006520086042	0.9590624082	0.02154367261	-1.504329403	1.985411541	1.728627958	0.0526944381	-0.5747810344	1.987805833	c985f85	4s_8b_1sb	1.749315789	0.9999304039	1.000018839	0.9999304039	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215765512	-0.96763759	0.2583873185	-0.5547707185	0.3917910696	-0.5732214853	0.4291368548	-0.3575255091	0.1806466731	-0.1984896597	0.186000982	-0.4220771505	-0.3844507418	0.3027475151	0.42101824	-0.6775469292	0.2647818622	-0.2728809998	2025-09-04@08:20	v2.10.6
-18.02911445	-3.870657756	Y	4	0.1024202229	-0.5868884765	1.963013039	-1.521891357	1.962821009	1.758332963	0.02053802962	0.8659333626	0.006450517006	0.8566144828	0.01999734956	-1.51934463	1.985128168	1.717931652	0.05441688742	-0.5933419397	1.988012541	c985f85	4s_8b_1sb	1.772105263	0.9999056147	1.00000217	0.9999056147	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215717738	-0.9676644391	0.2590588362	-0.5557771903	0.3909895039	-0.5721924644	0.4293166248	-0.3581379291	0.1794137623	-0.19740705	0.1706149185	-0.404888364	-0.3872406372	0.3055730576	0.4299063838	-0.6887027287	0.2619000934	-0.2703946517	2025-09-04@08:16	v2.10.6
-18.20818298	-3.870599757	Y	4	0.1024201388	-0.602331917	1.9637902	-1.52827493	1.962074137	1.729696523	0.02037638261	0.8627253226	0.006590910303	0.8527773847	0.02082230142	-1.524304774	1.984882362	1.70293507	0.05349884051	-0.6108549188	1.988265228	c985f85	4s_8b_1sb	1.794894737	0.9999249095	1.000008817	0.9999249095	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215820852	-0.9676499391	0.2553161389	-0.5497581267	0.3926631302	-0.577762894	0.4269016936	-0.3567013268	0.1827328607	-0.1996514721	0.176182669	-0.4135965728	-0.3886413807	0.3080297729	0.4275439278	-0.6829987529	0.2586785685	-0.2675106096	2025-09-04@08:15	v2.10.6
-18.38448934	-3.870553497	Y	4	0.1024169758	-0.6215790692	1.964701039	-1.520962406	1.961182826	1.714113707	0.01997366829	0.8536511628	0.00694662919	0.8390194058	0.02139478535	-1.537196503	1.984676313	1.687099288	0.05291043764	-0.6289825082	1.988470903	c985f85	4s_8b_1sb	1.817684211	0.9999358498	1.00000758	0.9999358498	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215874809	-0.9676383743	0.251595862	-0.5427325028	0.3930393688	-0.5842052321	0.4235053962	-0.3532220549	0.1886060826	-0.2050697512	0.1795956691	-0.4194471024	-0.3902804838	0.3100881811	0.4263307524	-0.6793256419	0.2559814028	-0.2651240749	2025-09-04@08:12	v2.10.6
-18.59639011	-3.870515557	Y	4	0.1024093235	-0.637820738	1.965555663	-1.525255719	1.960357106	1.691457189	0.01973881602	0.8446871466	0.007162450086	0.8240749808	0.02172813702	-1.556827637	1.984606312	1.665577624	0.05256799615	-0.6494625362	1.988549034	c985f85	4s_8b_1sb	1.840473684	0.9999336213	1.000006844	0.9999336213	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215901743	-0.9676288891	0.2476179221	-0.5359707165	0.3945769636	-0.5901915916	0.4210203465	-0.3511511953	0.1925364789	-0.2083159581	0.1818779307	-0.4228823355	-0.3908497586	0.3107909871	0.4251643962	-0.6771393506	0.2549099389	-0.2642197241	2025-09-04@08:10	v2.10.6
-18.77228311	-3.870495734	Y	4	0.102409828	-0.6546938542	1.966324535	-1.53177552	1.959599205	1.671067591	0.01950180658	0.8338211938	0.007379731291	0.8115025201	0.02288480354	-1.557837333	1.9843106	1.658579643	0.05137551686	-0.6676826303	1.988843204	c985f85	4s_8b_1sb	1.863263158	0.9999451496	1.000005269	0.9999451496	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215999564	-0.9676239335	0.2440246722	-0.5298149454	0.396008676	-0.5956343036	0.4187587801	-0.349049453	0.1963261244	-0.2115211609	0.1878333659	-0.4342352293	-0.3923083993	0.3136742446	0.4228793856	-0.669658108	0.2511857864	-0.2607634218	2025-09-04@08:07	v2.10.6
-18.94851811	-3.870486669	Y	4	0.102410079	-0.6636205407	1.967770736	-1.533536904	1.958158215	1.64773172	0.01952334964	0.8106715614	0.007357140896	0.7955367768	0.02311051299	-1.575552899	1.984050657	1.637742624	0.05115216101	-0.6817640684	1.989097334	c985f85	4s_8b_1sb	1.886052632	0.9999449733	1.000005054	0.9999449733	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.82159436	-0.9676216672	0.2368552528	-0.5179852553	0.3999458156	-0.6059183089	0.4189233666	-0.3492461331	0.1959921296	-0.211193881	0.1895507715	-0.4365251603	-0.3950272033	0.3162517345	0.4222790831	-0.6682181883	0.2475384955	-0.2577316791	2025-09-04@08:05	v2.10.6
-19.1576505	-3.870477248	Y	4	0.1024081586	-0.6840227351	1.96832611	-1.542297141	1.957603145	1.631214346	0.01929774477	0.7931775339	0.007564712343	0.7764941642	0.02378801947	-1.585320796	1.983876702	1.623606445	0.0504789751	-0.702041326	1.989272401	c985f85	4s_8b_1sb	1.908842105	0.999948048	1.000001081	0.9999480479	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215984906	-0.967619312	0.2344721814	-0.5134373008	0.4005202667	-0.6097576175	0.4172284384	-0.3472595297	0.1991468246	-0.2141915836	0.1927520971	-0.4429680679	-0.3957792515	0.317920367	0.4208880149	-0.6639342061	0.2452960354	-0.2556302921	2025-09-04@08:02	v2.10.6
-19.32336556	-3.870449206	Y	4	0.1024142059	-0.6881666924	1.97014283	-1.540828308	1.955753151	1.625963416	0.01890799379	0.7829759896	0.007949753044	0.7694075632	0.02446127613	-1.599951026	1.983785316	1.60368359	0.04974922597	-0.7221074707	1.989381258	c985f85	4s_8b_1sb	1.931631579	0.9999672992	1.000004069	0.9999672991	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.82159851	-0.9676123015	0.225240419	-0.4980597376	0.4055477504	-0.6226102393	0.4150048818	-0.3438118097	0.205119331	-0.2196422605	0.1973183283	-0.4495641156	-0.3960600122	0.3188074693	0.418274378	-0.6591651762	0.2438448601	-0.2543390745	2025-09-04@08:01	v2.10.6
-19.52136595	-3.87042	Y	4	0.1024104721	-0.7062600236	1.97067186	-1.552716391	1.955261961	1.599623945	0.01873189003	0.7721130453	0.008114750222	0.7469521105	0.02486718159	-1.609179203	1.983440747	1.591174692	0.04932898117	-0.7364556025	1.989710024	c985f85	4s_8b_1sb	1.954421053	0.9999681512	1.00000142	0.9999681512	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.821599222	-0.967605	0.2226281963	-0.4935215685	0.4061480457	-0.6259352012	0.4126465267	-0.3421983279	0.2081669299	-0.2219843627	0.1989923331	-0.4532800306	-0.3987854075	0.3221126944	0.4181493978	-0.6565145131	0.2392816466	-0.2503015727	2025-09-04@07:58	v2.10.6
-19.71635872	-3.870459696	Y	4	0.1024209572	-0.7190893812	1.971644667	-1.562925147	1.954246808	1.593197199	0.01841251231	0.7551871395	0.008429303832	0.7345875719	0.02586083668	-1.622473809	1.983175284	1.581798257	0.04834608709	-0.7518974944	1.989968514	c985f85	4s_8b_1sb	1.977210526	0.9999789967	1.000001542	0.9999789967	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8216009722	-0.9676149239	0.2176355032	-0.485030619	0.4088067574	-0.6328304595	0.4109718789	-0.3393356894	0.2126308702	-0.2262777397	0.2041939189	-0.4624947716	-0.4009506365	0.3246453123	0.4160602791	-0.6501236965	0.2356242791	-0.2470907628	2025-09-04@07:55	v2.10.6
-19.9164942	-3.870495573	Y	4	0.1024337184	-0.7297258762	1.972777329	-1.571960989	1.953080903	1.579132137	0.01834919067	0.7313946097	0.008500122201	0.7181862609	0.0267726317	-1.641920912	1.982932718	1.577743602	0.04744743733	-0.7669126057	1.990182926	c985f85	4s_8b_1sb	2	0.9999891854	0.9999997764	0.9999891854	model_1D_4s_8b.py	R0:N12:S0:1	1	-0.8215930152	-0.9676238933	0.2117264804	-0.4749559549	0.4118546539	-0.6406548839	0.4112477196	-0.3387899091	0.213434547	-0.2272182319	0.2085492302	-0.4707214874	-0.4034713457	0.3269507959	0.4150880407	-0.6442920412	0.2324201608	-0.244375291	2025-09-04@07:53	v2.10.6
