#w_matsubara  g11_Re     g11_Im     g12_Re     g12_Im     g14_Re     g14_Im     
 18.8809718 -0.0002680 -0.1005120  0.0026334  0.0000237  0.0000269  0.0000301
 18.9438037 -0.0002201 -0.1002026  0.0026185  0.0000251  0.0000264  0.0000267
 19.0066356 -0.0001645 -0.0999060  0.0026029  0.0000251  0.0000250  0.0000231
 19.0694674 -0.0001057 -0.0996213  0.0025865  0.0000238  0.0000229  0.0000195
 19.1322993 -0.0000482 -0.0993467  0.0025693  0.0000213  0.0000203  0.0000163
 19.1951311  0.0000035 -0.0990801  0.0025517  0.0000179  0.0000175  0.0000136
 19.2579630  0.0000453 -0.0988184  0.0025337  0.0000139  0.0000146  0.0000116
 19.3207948  0.0000733 -0.0985587  0.0025153  0.0000094  0.0000119  0.0000105
 19.3836267  0.0000857 -0.0982981  0.0024969  0.0000048  0.0000096  0.0000104
 19.4464585  0.0000808 -0.0980340  0.0024784  0.0000003  0.0000080  0.0000113
 19.5092904  0.0000585 -0.0977637  0.0024601 -0.0000039  0.0000071  0.0000132
 19.5721222  0.0000196 -0.0974860  0.0024421 -0.0000075  0.0000070  0.0000159
 19.6349541 -0.0000331 -0.0971998  0.0024243 -0.0000106  0.0000078  0.0000193
 19.6977859 -0.0000957 -0.0969049  0.0024068 -0.0000132  0.0000095  0.0000232
 19.7606178 -0.0001636 -0.0966024  0.0023897 -0.0000151  0.0000120  0.0000272
 19.8234496 -0.0002320 -0.0962932  0.0023729 -0.0000165  0.0000150  0.0000310
 19.8862815 -0.0002957 -0.0959795  0.0023565 -0.0000175  0.0000185  0.0000343
 19.9491134 -0.0003500 -0.0956634  0.0023404 -0.0000184  0.0000221  0.0000369
 20.0119452 -0.0003906 -0.0953474  0.0023245 -0.0000193  0.0000256  0.0000384
